seed,agent,condition,variant,step,episode_return,episode_steps,loss,eval_success_rate,eval_avg_return,eval_avg_steps
0,replay,reward_change,full,1,-0.4999999888241291,50,0.0,,,
0,replay,reward_change,full,2,-0.4999999888241291,50,0.025305548682808876,,,
0,replay,reward_change,full,3,-0.4999999888241291,50,0.0003434795653447509,,,
0,replay,reward_change,full,4,-0.4999999888241291,50,0.0017950339242815971,,,
0,replay,reward_change,full,5,-0.4999999888241291,50,0.0008803285309113562,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,6,-0.4999999888241291,50,0.0480508953332901,,,
0,replay,reward_change,full,7,-0.4999999888241291,50,0.03555460646748543,,,
0,replay,reward_change,full,8,-0.4999999888241291,50,0.0002484991564415395,,,
0,replay,reward_change,full,9,-0.4999999888241291,50,0.019447535276412964,,,
0,replay,reward_change,full,10,-0.4999999888241291,50,0.016086498275399208,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,11,-0.4999999888241291,50,0.00016859655443113297,,,
0,replay,reward_change,full,12,-0.4999999888241291,50,0.01120733842253685,,,
0,replay,reward_change,full,13,-0.4999999888241291,50,0.0019281806889921427,,,
0,replay,reward_change,full,14,-0.4999999888241291,50,0.020442742854356766,,,
0,replay,reward_change,full,15,-0.4999999888241291,50,0.0007726363837718964,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,16,-0.4999999888241291,50,0.011335860006511211,,,
0,replay,reward_change,full,17,-0.4999999888241291,50,0.0015401786658912897,,,
0,replay,reward_change,full,18,-0.4999999888241291,50,0.022852297872304916,,,
0,replay,reward_change,full,19,-0.4999999888241291,50,0.0007815766148269176,,,
0,replay,reward_change,full,20,-0.4999999888241291,50,0.00021623654174618423,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,21,-0.4999999888241291,50,0.01737058535218239,,,
0,replay,reward_change,full,22,-0.4999999888241291,50,0.0014929899480193853,,,
0,replay,reward_change,full,23,-0.4999999888241291,50,0.0005200777086429298,,,
0,replay,reward_change,full,24,-0.4999999888241291,50,0.0086132250726223,,,
0,replay,reward_change,full,25,-0.4999999888241291,50,0.0006503290496766567,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,26,-0.4999999888241291,50,0.011036738753318787,,,
0,replay,reward_change,full,27,-0.4999999888241291,50,0.015749331563711166,,,
0,replay,reward_change,full,28,-0.4999999888241291,50,0.0004356100980658084,,,
0,replay,reward_change,full,29,-0.4999999888241291,50,0.0007592830806970596,,,
0,replay,reward_change,full,30,-0.4999999888241291,50,0.011439928784966469,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,31,-0.4999999888241291,50,0.00016855585272423923,,,
0,replay,reward_change,full,32,-0.4999999888241291,50,0.00044235039968043566,,,
0,replay,reward_change,full,33,-0.4999999888241291,50,0.001309347222559154,,,
0,replay,reward_change,full,34,-0.4999999888241291,50,0.0005236694705672562,,,
0,replay,reward_change,full,35,-0.4999999888241291,50,0.007035098038613796,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,36,-0.4999999888241291,50,0.005325747653841972,,,
0,replay,reward_change,full,37,-0.4999999888241291,50,0.0004889043048024178,,,
0,replay,reward_change,full,38,-0.4999999888241291,50,0.010600539855659008,,,
0,replay,reward_change,full,39,-0.4999999888241291,50,0.0003992914571426809,,,
0,replay,reward_change,full,40,-0.4999999888241291,50,0.006407984532415867,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,41,-0.4999999888241291,50,8.661941683385521e-05,,,
0,replay,reward_change,full,42,-0.4999999888241291,50,0.00985580962151289,,,
0,replay,reward_change,full,43,-0.4999999888241291,50,7.414015271933749e-05,,,
0,replay,reward_change,full,44,-0.4999999888241291,50,0.004694624803960323,,,
0,replay,reward_change,full,45,-0.4999999888241291,50,0.001250992645509541,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,46,-0.4999999888241291,50,8.454762428300455e-05,,,
0,replay,reward_change,full,47,-0.4999999888241291,50,0.005792603828012943,,,
0,replay,reward_change,full,48,-0.4999999888241291,50,0.004583803471177816,,,
0,replay,reward_change,full,49,-0.4999999888241291,50,0.00011566433386178687,,,
0,replay,reward_change,full,50,-0.4999999888241291,50,0.001855946145951748,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,51,-0.4999999888241291,50,0.00010875992302317172,,,
0,replay,reward_change,full,52,-0.4999999888241291,50,0.0012658527120947838,,,
0,replay,reward_change,full,53,-0.4999999888241291,50,0.0020374516025185585,,,
0,replay,reward_change,full,54,-0.4999999888241291,50,0.002664977917447686,,,
0,replay,reward_change,full,55,-0.4999999888241291,50,0.0009306591819040477,0.0,-0.4999999888241291,50.0
0,replay,reward_change,full,56,-0.4999999888241291,50,0.00036390803870745003,,,
0,replay,reward_change,full,57,-0.4999999888241291,50,7.206635200418532e-05,,,
0,replay,reward_change,full,58,-0.4999999888241291,50,8.563796291127801e-05,,,
0,replay,reward_change,full,59,-0.4999999888241291,50,0.00016206003783736378,,,
0,replay,reward_change,full,60,-0.4999999888241291,50,0.0013182379771023989,0.0,-0.4999999888241291,50.0
